num_agents,edge_density,graph_type,dsan_temperature,num_actions,num_iterations,cost_range,y
25,0.5,complete,5.0,10,100,51,22.18733333333333
10,0.1,erdos_renyi,0.75,8,500,101,23.618733766233767
75,0.9,erdos_renyi,5.0,5,200,4,1.946910753550199
25,0.99,erdos_renyi,2.0,7,500,101,45.139504783430326
100,0.9,complete,10.0,2,50,501,238.14101010101007
50,0.5,barabasi_albert,2.0,4,50,11,4.179166666666666
10,0.9,complete,5.0,4,1000,4,1.7724999999999997
10,0.25,barabasi_albert,0.75,4,500,101,28.475
25,0.75,erdos_renyi,5.0,8,50,11,5.099868794005081
75,0.25,barabasi_albert,2.0,4,100,51,15.8
75,0.99,complete,10.0,3,500,501,230.99115398616672
25,0.99,erdos_renyi,1.0,5,50,101,44.04248221928168
10,0.25,barabasi_albert,1.0,5,100,51,14.25
75,0.99,erdos_renyi,10.0,4,50,51,23.67776414269369
100,0.75,erdos_renyi,10.0,5,200,11,5.258732410936281
90,0.1,barabasi_albert,0.75,10,500,51,12.982352941176469
75,0.5,erdos_renyi,5.0,2,100,501,232.96191318749874
10,0.99,barabasi_albert,10.0,3,200,501,176.20666666666668
10,0.1,erdos_renyi,0.75,2,50,4,1.592857142857143
50,0.25,complete,10.0,10,200,101,44.564052287581696
75,0.75,barabasi_albert,2.0,9,1000,101,38.36330275229358
100,0.5,barabasi_albert,1.0,6,500,51,17.20204081632653
100,0.5,barabasi_albert,5.0,3,100,51,17.96020408163265
25,0.25,barabasi_albert,1.0,8,500,51,13.881818181818181
25,0.9,barabasi_albert,5.0,8,200,501,173.01463414634148
75,0.1,erdos_renyi,1.0,10,100,101,43.58634627792323
90,0.9,erdos_renyi,5.0,5,50,11,5.217714901482991
90,0.9,barabasi_albert,1.0,10,50,11,4.800632911392405
100,0.5,barabasi_albert,5.0,6,500,51,18.39387755102041
90,0.99,erdos_renyi,5.0,9,50,101,48.66250108002881
100,0.1,erdos_renyi,5.0,2,50,4,1.917600715937504
90,0.99,complete,10.0,2,500,4,1.9599394550958629
75,0.9,erdos_renyi,2.0,10,50,11,5.293241197019449
25,0.25,barabasi_albert,10.0,3,50,101,28.136363636363637
75,0.75,complete,2.0,2,200,51,23.981691494473814
90,0.9,erdos_renyi,1.0,4,1000,4,1.9012916290392368
10,0.99,erdos_renyi,2.0,9,200,11,4.491660793986375
50,0.25,complete,10.0,2,200,4,1.9228758169934639
75,0.75,barabasi_albert,10.0,8,100,51,21.359633027522936
25,0.5,barabasi_albert,5.0,3,200,11,4.352173913043478
25,0.5,barabasi_albert,5.0,3,100,11,4.326086956521738
90,0.25,complete,1.0,5,200,51,22.537862137862138
100,0.1,complete,5.0,9,50,101,44.99515151515151
100,0.9,barabasi_albert,10.0,3,100,51,20.182954545454542
50,0.75,complete,5.0,10,500,4,1.952723311546841
100,0.25,barabasi_albert,5.0,9,500,4,1.8836734693877548
10,0.5,erdos_renyi,10.0,7,1000,11,4.707306240458415
10,0.25,erdos_renyi,2.0,5,500,51,13.076367137764194
100,0.75,complete,1.0,3,1000,51,23.61557112068966
50,0.9,complete,5.0,3,50,51,23.30744101633394
100,0.75,complete,5.0,3,500,11,5.1626885775862075
25,0.5,erdos_renyi,1.0,5,50,101,41.05902858197671
10,0.25,complete,0.75,9,500,4,1.581818181818182
10,0.1,complete,0.75,4,1000,101,24.1
90,0.1,erdos_renyi,10.0,10,1000,51,22.594852485529778
10,0.9,erdos_renyi,0.75,10,1000,51,19.709809707134095
25,0.25,complete,2.0,9,1000,11,4.672
50,0.9,complete,10.0,8,100,51,23.699001814882035
90,0.25,complete,0.75,10,50,51,23.634765234765236
75,0.99,complete,10.0,8,50,11,5.3074262832180565
75,0.25,barabasi_albert,0.75,8,50,11,4.027777777777778
90,0.75,complete,2.0,5,500,11,5.1212787212787205
10,0.99,complete,2.0,2,100,51,21.474999999999994
50,0.1,barabasi_albert,5.0,5,200,101,27.377777777777776
10,0.75,erdos_renyi,5.0,7,200,4,1.8752883880825055
90,0.75,barabasi_albert,10.0,9,500,101,41.471969696969694
100,0.9,complete,0.75,8,1000,11,5.264646464646465
75,0.99,barabasi_albert,5.0,9,100,51,21.199305555555554
90,0.9,barabasi_albert,5.0,5,200,4,1.9113924050632911
25,0.99,barabasi_albert,0.75,4,500,51,17.011111111111113
10,0.1,barabasi_albert,5.0,8,100,101,12.5
100,0.9,erdos_renyi,10.0,5,500,4,1.9655875913087848
10,0.5,erdos_renyi,0.75,5,200,51,17.35335424531018
50,0.5,barabasi_albert,5.0,5,500,4,1.8354166666666667
25,0.75,barabasi_albert,10.0,5,200,501,163.84117647058824
100,0.99,complete,10.0,2,1000,501,239.12626530612246
90,0.5,barabasi_albert,1.0,7,200,101,33.63522727272727
90,0.9,complete,1.0,8,50,4,1.9371809100998891
90,0.1,complete,5.0,3,200,501,200.744
25,0.75,erdos_renyi,5.0,3,200,4,1.8719743194766931
90,0.75,erdos_renyi,5.0,5,500,101,46.89904598107048
100,0.5,erdos_renyi,10.0,8,100,501,235.5429858368252
25,0.75,erdos_renyi,5.0,4,1000,51,21.129909463215625
50,0.1,erdos_renyi,5.0,3,100,11,4.671652310740612
75,0.1,barabasi_albert,5.0,6,50,101,29.3
50,0.1,complete,5.0,9,100,501,202.41967213114754
90,0.9,barabasi_albert,0.75,8,50,4,1.8151898734177216
10,0.25,complete,0.75,3,100,4,1.4727272727272727
10,0.99,complete,10.0,3,500,4,1.8909090909090907
90,0.5,barabasi_albert,10.0,8,200,101,40.043181818181814
10,0.5,barabasi_albert,5.0,5,200,51,14.6375
75,0.25,barabasi_albert,5.0,5,500,501,143.68055555555554
90,0.5,erdos_renyi,0.75,9,1000,4,1.9176923878622794
75,0.75,barabasi_albert,0.75,6,1000,4,1.7541284403669724
75,0.9,complete,10.0,10,50,11,5.334961954345215
100,0.9,barabasi_albert,0.75,5,1000,101,35.742613636363636
90,0.25,barabasi_albert,1.0,3,100,51,15.904545454545453
75,0.1,barabasi_albert,5.0,9,100,101,31.271428571428565
90,0.25,complete,1.0,9,500,4,1.889210789210789
75,0.5,barabasi_albert,2.0,4,500,4,1.7945205479452055
50,0.1,complete,5.0,9,500,11,5.002459016393443
50,0.25,erdos_renyi,0.75,5,50,101,41.07977104357171
50,0.5,barabasi_albert,2.0,2,100,4,1.81875
10,0.1,barabasi_albert,0.75,3,500,11,1.8
50,0.5,complete,1.0,4,100,11,4.776470588235294
50,0.9,complete,0.75,3,1000,11,5.01043557168784
10,0.99,barabasi_albert,2.0,8,100,11,3.94
90,0.5,erdos_renyi,5.0,2,200,4,1.9316723876444601
75,0.25,barabasi_albert,2.0,6,100,11,4.347222222222223
50,0.5,barabasi_albert,0.75,8,1000,11,4.054166666666666
25,0.9,erdos_renyi,10.0,6,1000,11,5.080517378606411
75,0.1,erdos_renyi,0.75,2,100,11,4.718638676586127
50,0.25,barabasi_albert,1.0,2,200,4,1.6583333333333332
10,0.9,barabasi_albert,0.75,5,100,101,33.207142857142856
75,0.1,complete,5.0,9,50,501,213.39963898916966
25,0.99,barabasi_albert,5.0,9,1000,101,38.306666666666665
10,0.5,complete,10.0,2,50,11,4.7772727272727264
100,0.99,erdos_renyi,1.0,6,500,4,1.9274997544592147
10,0.75,barabasi_albert,0.75,8,1000,11,3.7083333333333335
25,0.5,erdos_renyi,0.75,3,1000,4,1.756480212332113
90,0.75,complete,10.0,3,500,501,230.85437895437894
50,0.1,erdos_renyi,1.0,8,1000,11,4.513172965657286
75,0.1,complete,2.0,9,100,101,43.212274368231036
90,0.1,complete,5.0,6,1000,501,204.40800000000002
100,0.9,complete,2.0,9,500,11,5.280920314253647
75,0.5,erdos_renyi,10.0,2,500,501,231.57836580168927
50,0.9,erdos_renyi,10.0,6,50,101,46.53393874864777
90,0.1,erdos_renyi,5.0,8,100,4,1.9336370593532166
10,0.99,barabasi_albert,2.0,2,500,501,183.48666666666665
75,0.75,complete,2.0,7,500,11,5.174675636713118
75,0.1,barabasi_albert,2.0,2,1000,501,176.89285714285714
100,0.99,complete,2.0,9,500,11,5.293285714285714
100,0.5,erdos_renyi,2.0,5,500,4,1.910805800913985
25,0.1,erdos_renyi,2.0,2,500,101,37.673188046399574
75,0.75,barabasi_albert,10.0,4,100,101,36.188990825688066
90,0.25,complete,2.0,6,200,4,1.9
10,0.5,barabasi_albert,2.0,2,100,11,4.0625
90,0.9,barabasi_albert,10.0,6,1000,501,186.63227848101263
90,0.9,barabasi_albert,5.0,10,1000,101,41.5753164556962
90,0.75,barabasi_albert,0.75,9,500,11,4.5643939393939394
25,0.25,barabasi_albert,2.0,9,1000,11,3.9363636363636365
25,0.99,erdos_renyi,10.0,7,500,11,5.175065682972021
90,0.9,erdos_renyi,0.75,4,50,11,5.157694346535064
25,0.75,barabasi_albert,10.0,2,50,51,19.055882352941175
100,0.5,barabasi_albert,0.75,2,200,4,1.6836734693877553
75,0.99,barabasi_albert,10.0,7,1000,51,21.191666666666666
75,0.9,complete,10.0,4,1000,4,1.9600320384461352
25,0.99,barabasi_albert,5.0,4,200,101,35.93777777777778
75,0.5,barabasi_albert,5.0,3,100,11,4.584931506849314
100,0.1,erdos_renyi,2.0,2,100,51,21.953497508479526
90,0.9,complete,2.0,5,200,51,23.651415094339622
50,0.9,barabasi_albert,0.75,3,500,51,19.36976744186046
10,0.25,complete,2.0,10,200,11,4.218181818181819
90,0.25,barabasi_albert,1.0,3,200,11,3.681818181818182
90,0.5,barabasi_albert,5.0,2,100,51,19.373863636363634
100,0.25,barabasi_albert,5.0,9,500,51,18.93469387755102
10,0.25,complete,5.0,3,500,4,1.6818181818181817
25,0.75,barabasi_albert,10.0,7,50,501,177.55588235294118
50,0.99,complete,10.0,6,100,51,23.643316831683165
90,0.75,barabasi_albert,0.75,7,200,51,18.131818181818183
75,0.9,barabasi_albert,5.0,7,200,51,20.52748091603053
50,0.25,complete,10.0,8,200,101,44.05424836601308
25,0.75,erdos_renyi,2.0,7,1000,101,43.41144758750358
50,0.9,erdos_renyi,10.0,9,50,4,1.9709576312811499
10,0.1,erdos_renyi,0.75,3,100,51,9.83
25,0.9,erdos_renyi,2.0,2,200,51,22.747250262010787
90,0.99,barabasi_albert,2.0,10,200,4,1.8839080459770117
75,0.99,erdos_renyi,0.75,9,50,4,1.9369783893606936
50,0.99,complete,1.0,2,1000,11,5.126485148514852
90,0.5,barabasi_albert,0.75,2,100,51,19.820454545454545
10,0.9,erdos_renyi,10.0,3,50,11,4.801494855214367
50,0.9,erdos_renyi,2.0,9,200,11,5.1892804602161435
100,0.5,complete,0.75,9,500,11,5.226060606060605
10,0.1,barabasi_albert,2.0,3,500,51,16.5
10,0.75,barabasi_albert,0.75,2,200,101,37.641666666666666
25,0.25,complete,2.0,2,500,4,1.8240000000000003
50,0.25,complete,1.0,9,50,4,1.8758169934640523
10,0.75,barabasi_albert,0.75,4,500,101,35.025
10,0.1,complete,1.0,9,100,101,13.15
100,0.99,erdos_renyi,2.0,10,500,4,1.9520395319414963
50,0.75,complete,5.0,3,100,51,22.94575163398693
90,0.1,complete,1.0,3,200,4,1.7737500000000004
10,0.9,complete,0.75,6,50,4,1.7399999999999998
75,0.99,barabasi_albert,1.0,9,200,4,1.8416666666666668
10,0.9,complete,1.0,2,500,51,21.962500000000002
50,0.75,erdos_renyi,1.0,7,200,51,23.42879860496154
100,0.75,complete,2.0,4,50,51,23.632435344827584
90,0.5,barabasi_albert,5.0,4,1000,11,4.687499999999999
10,0.75,barabasi_albert,10.0,2,1000,501,163.60833333333332
100,0.9,barabasi_albert,5.0,3,1000,51,19.4625
100,0.9,barabasi_albert,10.0,6,500,101,40.459659090909085
25,0.9,complete,5.0,7,50,4,1.9262962962962962
10,0.5,erdos_renyi,10.0,3,500,101,35.07335648600065
90,0.25,complete,5.0,9,500,101,46.04115884115885
25,0.25,complete,10.0,4,1000,51,19.48266666666667
50,0.99,barabasi_albert,1.0,10,50,101,40.78736842105263
100,0.9,erdos_renyi,1.0,4,100,4,1.910520313350851
50,0.75,complete,5.0,2,500,51,23.41241830065359
50,0.99,complete,10.0,5,200,4,1.954785478547855
25,0.1,complete,2.0,5,50,101,32.35333333333333
75,0.75,barabasi_albert,5.0,3,100,51,18.894495412844037
50,0.25,complete,1.0,6,100,51,22.05098039215686
100,0.25,barabasi_albert,5.0,10,500,11,4.902040816326531
90,0.75,barabasi_albert,1.0,8,100,11,4.525757575757575
75,0.25,complete,5.0,8,50,4,1.9569985569985568
90,0.1,erdos_renyi,5.0,2,200,4,1.9221453033522309
100,0.1,barabasi_albert,10.0,2,200,4,1.8157894736842102
100,0.1,barabasi_albert,2.0,5,1000,101,26.489473684210527
75,0.5,erdos_renyi,5.0,9,200,101,47.174210297098085
100,0.75,erdos_renyi,10.0,3,500,501,232.46869971665478
50,0.9,complete,5.0,6,50,101,46.675952813067155
10,0.25,barabasi_albert,5.0,4,100,11,3.825
25,0.9,complete,2.0,8,500,51,22.77444444444445
75,0.25,erdos_renyi,2.0,4,1000,11,4.771863764165441
75,0.99,barabasi_albert,10.0,10,50,501,204.71944444444443
10,0.99,barabasi_albert,0.75,3,500,51,18.71333333333333
25,0.75,barabasi_albert,5.0,4,1000,51,18.011764705882353
10,0.5,complete,0.75,5,200,4,1.618181818181818
25,0.25,complete,0.75,4,50,11,4.229333333333333
10,0.99,complete,10.0,7,500,501,189.85227272727275
10,0.9,complete,10.0,9,500,51,21.252500000000005
75,0.75,barabasi_albert,5.0,7,200,501,175.3908256880734
10,0.9,erdos_renyi,0.75,3,500,4,1.7204992157864936
25,0.75,barabasi_albert,1.0,10,1000,101,35.7264705882353
100,0.99,barabasi_albert,5.0,4,1000,11,4.760309278350515
100,0.75,erdos_renyi,10.0,6,200,501,236.14593284031463
75,0.1,erdos_renyi,10.0,10,200,501,214.42586376067112
100,0.1,barabasi_albert,5.0,5,50,501,142.16842105263157
100,0.1,erdos_renyi,10.0,7,100,101,43.59847054412769
90,0.1,barabasi_albert,5.0,3,1000,4,1.7529411764705884
50,0.9,erdos_renyi,0.75,5,50,11,5.075737966409621
75,0.25,barabasi_albert,2.0,9,500,11,4.438888888888889
25,0.9,complete,2.0,7,500,11,4.915555555555555
100,0.5,erdos_renyi,5.0,9,1000,4,1.9587526962583799
25,0.75,barabasi_albert,10.0,5,1000,501,171.08235294117645
50,0.9,erdos_renyi,5.0,4,50,51,23.12029496683887
10,0.1,barabasi_albert,0.75,6,100,101,16.5
50,0.9,complete,1.0,2,100,11,5.15372050816697
50,0.1,complete,0.75,9,500,101,40.82377049180328
75,0.5,complete,5.0,10,500,11,5.23410237923576
25,0.75,complete,10.0,5,100,501,206.80311111111118
100,0.75,barabasi_albert,5.0,8,500,4,1.8904761904761904
10,0.99,complete,5.0,7,200,501,179.6409090909091
100,0.5,erdos_renyi,2.0,3,200,11,5.039828812683078
25,0.99,erdos_renyi,5.0,5,200,11,4.962049342062004
75,0.1,erdos_renyi,1.0,9,50,51,21.79512029659673
25,0.25,barabasi_albert,5.0,4,1000,101,29.409090909090907
75,0.1,barabasi_albert,10.0,7,50,501,129.54285714285714
10,0.1,complete,0.75,8,500,51,10.45
100,0.5,complete,5.0,10,100,101,47.93761616161616
100,0.1,barabasi_albert,2.0,6,500,501,127.53684210526316
75,0.75,complete,1.0,3,100,4,1.8897645362806348
90,0.1,barabasi_albert,0.75,6,1000,11,3.358823529411765
50,0.25,erdos_renyi,10.0,6,100,51,21.946841592852728
100,0.5,barabasi_albert,0.75,8,500,101,32.673469387755105
10,0.1,barabasi_albert,10.0,4,1000,51,8.4
25,0.75,barabasi_albert,2.0,7,1000,101,33.455882352941174
90,0.25,complete,5.0,6,500,11,5.0623376623376615
50,0.25,barabasi_albert,5.0,5,100,4,1.8416666666666668
25,0.5,barabasi_albert,5.0,10,1000,11,4.621739130434784
50,0.5,barabasi_albert,5.0,6,50,101,33.666666666666664
25,0.1,erdos_renyi,1.0,6,100,4,1.7135292271458895
25,0.75,complete,5.0,4,200,51,21.005777777777777
90,0.1,barabasi_albert,10.0,5,500,101,27.688235294117646
10,0.75,erdos_renyi,10.0,4,100,4,1.870213254402427
90,0.99,erdos_renyi,2.0,3,1000,4,1.9128727381380575
75,0.99,barabasi_albert,0.75,2,200,51,21.09722222222222
75,0.1,erdos_renyi,10.0,6,500,501,201.91188282994634
50,0.25,barabasi_albert,5.0,3,500,501,153.2125
25,0.5,complete,2.0,2,200,51,21.654
90,0.5,barabasi_albert,5.0,6,100,101,35.40795454545455
90,0.99,barabasi_albert,5.0,3,200,101,37.825287356321844
25,0.5,erdos_renyi,10.0,9,500,501,215.56586185916785
10,0.25,erdos_renyi,10.0,9,50,11,4.897234432234432
25,0.5,complete,1.0,7,1000,11,4.638
50,0.25,complete,1.0,10,50,101,44.81111111111111
25,0.99,erdos_renyi,0.75,10,100,51,23.48675244412026
50,0.99,barabasi_albert,5.0,7,200,11,4.901052631578947
50,0.25,barabasi_albert,0.75,9,100,51,16.50416666666667
90,0.5,erdos_renyi,2.0,4,100,101,46.02655662659675
75,0.1,erdos_renyi,2.0,6,200,4,1.8757081476830024
90,0.1,barabasi_albert,2.0,10,50,51,14.582352941176472
100,0.1,erdos_renyi,2.0,2,1000,51,22.09326630697867
100,0.99,erdos_renyi,1.0,2,50,51,24.391944790245418
10,0.99,complete,1.0,6,1000,51,18.679545454545455
25,0.25,erdos_renyi,1.0,10,100,101,41.22375550120345
75,0.1,barabasi_albert,0.75,4,50,11,3.157142857142857
100,0.75,barabasi_albert,10.0,8,500,501,193.17074829931977
100,0.25,barabasi_albert,0.75,8,100,11,3.9489795918367347
100,0.9,complete,10.0,3,100,4,1.9628282828282828
100,0.75,barabasi_albert,1.0,10,100,11,4.774829931972789
75,0.1,complete,10.0,4,50,4,1.9465703971119133
10,0.9,erdos_renyi,1.0,6,500,51,18.891766185580032
100,0.1,barabasi_albert,10.0,4,500,101,26.594736842105267
10,0.25,complete,1.0,5,500,101,29.04545454545455
75,0.5,barabasi_albert,1.0,2,200,4,1.6904109589041099
75,0.5,complete,5.0,8,500,4,1.95436193222783
90,0.1,erdos_renyi,0.75,2,50,51,21.916028651552626
100,0.5,barabasi_albert,5.0,4,200,501,171.2112244897959
100,0.1,erdos_renyi,10.0,10,500,501,222.63419079727186
10,0.9,complete,1.0,3,200,101,40.735
90,0.1,complete,5.0,6,500,101,41.69925
10,0.5,complete,5.0,6,200,4,1.790909090909091
10,0.25,barabasi_albert,2.0,3,100,11,3.175
25,0.1,barabasi_albert,0.75,8,200,101,24.525
25,0.1,barabasi_albert,5.0,5,200,4,1.6
10,0.25,complete,1.0,10,200,51,13.754545454545456
10,0.25,complete,5.0,8,50,4,1.7909090909090906
90,0.99,barabasi_albert,2.0,3,500,11,4.357471264367816
75,0.1,barabasi_albert,2.0,4,500,101,24.478571428571428
50,0.25,erdos_renyi,5.0,7,100,51,21.881905091260016
90,0.1,complete,5.0,2,50,51,21.472749999999998
90,0.75,complete,2.0,7,1000,4,1.9307692307692306
75,0.5,barabasi_albert,1.0,3,200,11,3.9150684931506854
75,0.9,barabasi_albert,2.0,8,100,101,39.4381679389313
90,0.5,complete,5.0,6,1000,11,5.136363636363637
25,0.9,complete,2.0,3,50,51,22.190370370370367
25,0.25,complete,0.75,8,50,4,1.806666666666667
25,0.1,barabasi_albert,2.0,9,100,51,11.2
75,0.1,erdos_renyi,5.0,10,50,51,22.25563147608853
90,0.99,complete,5.0,8,500,11,5.291775983854691
25,0.9,barabasi_albert,10.0,6,100,51,20.334146341463413
50,0.75,barabasi_albert,1.0,5,500,4,1.7638888888888888
50,0.1,erdos_renyi,2.0,8,500,51,20.106111250426547
10,0.5,erdos_renyi,0.75,7,200,51,16.767325953773327
75,0.9,erdos_renyi,10.0,6,200,4,1.9705798195717752
75,0.9,complete,2.0,7,200,4,1.9293552262715257
90,0.1,erdos_renyi,0.75,3,1000,4,1.7523104620542647
75,0.5,complete,0.75,2,100,4,1.8898341744772889
75,0.5,complete,5.0,9,1000,51,23.858255227108867
75,0.25,complete,5.0,8,50,11,5.1645021645021645
90,0.5,barabasi_albert,5.0,9,500,101,38.77840909090909
100,0.75,complete,5.0,2,50,51,24.203690732758623
75,0.1,complete,1.0,5,500,51,20.052346570397113
10,0.25,complete,2.0,8,50,51,16.272727272727273
50,0.1,complete,2.0,10,1000,51,20.885245901639344
75,0.5,complete,1.0,7,1000,4,1.8818312905551555
25,0.25,complete,10.0,4,100,51,19.290666666666667
10,0.99,erdos_renyi,2.0,2,100,4,1.7960488607000236
10,0.75,barabasi_albert,1.0,9,100,101,31.53333333333333
50,0.9,barabasi_albert,1.0,7,100,4,1.7930232558139534
25,0.9,barabasi_albert,5.0,4,1000,11,4.51951219512195
25,0.25,barabasi_albert,10.0,3,50,501,154.3
25,0.25,erdos_renyi,0.75,4,100,4,1.7110219270498543
100,0.99,complete,10.0,7,50,101,48.30926530612245
10,0.1,erdos_renyi,2.0,10,100,4,1.6034920634920637
90,0.9,barabasi_albert,10.0,3,500,11,4.9335443037974684
10,0.25,complete,5.0,2,50,4,1.8545454545454543
50,0.25,complete,0.75,2,200,11,4.82875816993464
75,0.99,barabasi_albert,2.0,5,1000,4,1.8368055555555554
90,0.9,barabasi_albert,10.0,9,50,11,5.184810126582279
10,0.1,barabasi_albert,2.0,9,200,4,1.3
75,0.9,erdos_renyi,10.0,3,100,4,1.9594618617004198
10,0.1,erdos_renyi,0.75,2,1000,101,28.808333333333337
75,0.5,erdos_renyi,2.0,2,100,4,1.902326938925618
90,0.25,erdos_renyi,10.0,9,50,11,5.262237923807496
25,0.9,erdos_renyi,10.0,6,1000,101,43.5797512841342
25,0.99,barabasi_albert,5.0,3,50,501,177.6288888888889
75,0.75,erdos_renyi,0.75,4,1000,4,1.8788696345071922
25,0.99,barabasi_albert,2.0,5,100,51,18.148888888888887
90,0.9,barabasi_albert,1.0,9,500,4,1.826582278481013
25,0.1,barabasi_albert,5.0,2,200,11,3.5
25,0.1,complete,10.0,4,1000,501,152.33333333333331
25,0.75,barabasi_albert,5.0,5,500,51,18.45294117647059
90,0.9,barabasi_albert,10.0,7,50,11,5.20126582278481
100,0.99,complete,5.0,10,50,11,5.337551020408162
10,0.9,complete,2.0,8,1000,51,19.265
75,0.1,erdos_renyi,2.0,3,100,101,40.2497275965547
25,0.99,barabasi_albert,5.0,3,100,51,18.751111111111108
25,0.5,complete,10.0,3,500,4,1.9066666666666667
10,0.1,complete,1.0,6,50,51,10.325
75,0.1,erdos_renyi,5.0,8,50,11,5.08450456797147
50,0.9,barabasi_albert,0.75,3,500,11,4.1325581395348845
90,0.9,complete,10.0,2,500,4,1.95976692563818
10,0.9,complete,10.0,7,500,4,1.8699999999999999
10,0.99,erdos_renyi,10.0,9,100,501,206.28606060606063
75,0.1,barabasi_albert,10.0,10,100,101,34.96428571428571
75,0.75,barabasi_albert,2.0,8,100,4,1.8834862385321103
75,0.75,erdos_renyi,10.0,10,1000,501,237.63938106183346
10,0.99,barabasi_albert,10.0,7,50,101,34.06666666666667
25,0.9,barabasi_albert,2.0,2,50,501,194.52926829268293
25,0.9,complete,10.0,10,1000,4,1.9351851851851851
75,0.25,erdos_renyi,5.0,2,1000,501,220.68669410981784
50,0.1,erdos_renyi,5.0,5,200,51,19.488115468424063
90,0.1,erdos_renyi,2.0,4,50,51,20.224059962994964
